CAN Message; 0x77:1fa54a9f3646b5be
1739209774.949152;-38.13080360867914
1739209774.9491599;-45.120503652039325
1739209774.9491677;-45.120503652039325
1739209774.9491758;-45.120503652039325
1739209774.9491837;-35.57807855764607
1739209774.9491916;-33.981070128970906
1739209774.9491994;-32.816014438256545
1739209774.9492075;-38.13080360867914
1739209774.9492154;-35.57807855764607
1739209774.9492233;-38.13080360867914
1739209774.9492311;-45.120503652039325
1739209774.9492393;-38.13080360867914
1739209774.9492471;-45.120503652039325
1739209774.949255;-38.13080360867914
1739209774.949263;-33.981070128970956
1739209774.949271;-45.120503652039325
1739209774.9492788;-45.120503652039325
1739209774.9492867;-45.120503652039325
1739209774.9492948;-45.120503652039325
1739209774.9493027;-45.120503652039325
1739209774.9493105;-32.816014438256545
1739209774.9493184;-45.120503652039325
1739209774.9493265;-30.49652367304973
1739209774.9493344;-35.57807855764607
1739209774.9493423;-35.57807855764607
1739209774.94935;-38.13080360867914
1739209774.9493582;-35.57807855764607
1739209774.949366;-33.981070128970906
1739209774.949374;-38.13080360867914
1739209774.9493818;-33.981070128970906
1739209774.94939;-45.120503652039325
1739209774.9493978;-45.120503652039325
1739209774.9494057;-35.57807855764607
1739209774.9494138;-45.120503652039325
1739209774.9494216;-38.13080360867914
1739209774.9494295;-38.13080360867914
1739209774.9494374;-45.120503652039325
1739209774.9494455;-38.13080360867914
1739209774.9494534;-45.120503652039325
1739209774.9494612;-38.13080360867914
1739209774.949469;-35.57807855764607
1739209774.9494772;-45.120503652039325
1739209774.949485;-45.120503652039325
1739209774.949493;-45.120503652039325
1739209774.9495008;-45.120503652039325
1739209774.949509;-38.13080360867914
1739209774.9495168;-32.816014438256545
1739209774.9495246;-38.13080360867914
1739209774.9495325;-45.120503652039325
1739209774.9495406;-35.57807855764607
1739209774.9495485;-38.13080360867914
1739209774.9495564;-33.981070128970906
1739209774.9495645;-45.120503652039325
1739209774.9495723;-45.120503652039325
1739209774.9495802;-45.120503652039325
1739209774.949588;-45.120503652039325
1739209774.9495962;-45.120503652039325
1739209774.949604;-45.120503652039325
1739209774.949612;-45.120503652039325
1739209774.9496198;-45.120503652039325
1739209774.9496279;-38.13080360867914
1739209774.9496357;-45.120503652039325
1739209774.9496436;-33.981070128970906
1739209774.9496515;-33.981070128970906
1739209774.9496596;-45.120503652039325
1739209774.9496675;-38.13080360867914
1739209774.9496753;-33.981070128970906
1739209774.9496834;-38.13080360867914
1739209774.9496913;-38.13080360867914
1739209774.9496992;-38.13080360867914
1739209774.949707;-38.13080360867914
1739209774.9497151;-38.13080360867914
1739209774.949723;-45.120503652039325
1739209774.9497309;-45.120503652039325
1739209774.9497387;-45.120503652039325
1739209774.9497468;-45.120503652039325
1739209774.9497547;-33.981070128970906
1739209774.9497626;-38.13080360867914
1739209774.9497705;-38.13080360867914
1739209774.9497786;-31.141103565318915
1739209774.9497864;-38.13080360867914
1739209774.9497943;-45.120503652039325
1739209774.9498022;-38.13080360867914
1739209774.9498103;-33.981070128970906
1739209774.9498181;-38.13080360867914
1739209774.949826;-38.13080360867914
1739209774.949834;-45.120503652039325
1739209774.949842;-38.13080360867914
1739209774.9498498;-45.120503652039325
1739209774.9498577;-45.120503652039325
1739209774.9498658;-45.120503652039325
1739209774.9498737;-45.120503652039325
1739209774.9498816;-38.13080360867914
1739209774.9498894;-45.120503652039325
1739209774.9498975;-38.13080360867914
1739209774.9499054;-33.981070128970906
1739209774.9499133;-32.816014438256545
1739209774.9499211;-38.13080360867914
1739209774.9499292;-45.120503652039325
1739209774.949937;-33.981070128970906
1739209774.949945;-45.120503652039325
1739209774.9499528;-38.13080360867914
1739209774.949961;-45.120503652039325
1739209774.9499688;-33.981070128970906
1739209774.9499767;-32.816014438256545
1739209774.9499848;-38.13080360867914
1739209774.9499927;-45.120503652039325
1739209774.9500005;-35.57807855764607
1739209774.9500084;-32.816014438256545
1739209774.9500165;-38.13080360867914
1739209774.9500244;-45.120503652039325
1739209774.9500322;-45.120503652039325
1739209774.95004;-45.120503652039325
1739209774.9500482;-45.120503652039325
1739209774.950056;-45.120503652039325
1739209774.950064;-38.13080360867914
1739209774.9500718;-45.120503652039325
1739209774.95008;-33.981070128970906
1739209774.9500878;-45.120503652039325
1739209774.9500957;-33.981070128970906
1739209774.9501035;-33.981070128970906
1739209774.9501116;-45.120503652039325
1739209774.9501195;-45.120503652039325
1739209774.9501274;-38.13080360867914
1739209774.9501355;-38.13080360867914
1739209774.9501433;-35.57807855764607
1739209774.9501512;-38.13080360867914
1739209774.950159;-45.120503652039325
1739209774.9501672;-45.120503652039325
1739209774.950175;-38.13080360867914
1739209774.950183;-35.57807855764607
1739209774.9501908;-38.13080360867914
1739209774.950199;-45.120503652039325
1739209774.9502068;-38.13080360867914
1739209774.9502146;-45.120503652039325
1739209774.9502225;-45.120503652039325
1739209774.9502306;-38.13080360867914
1739209774.9502385;-38.13080360867914
1739209774.9502463;-45.120503652039325
1739209774.9502542;-33.981070128970906
1739209774.9502623;-45.120503652039325
1739209774.9502702;-38.13080360867914
1739209774.950278;-38.13080360867914
1739209774.9502861;-33.981070128970906
1739209774.950294;-29.438486411369333
1739209774.950302;-38.13080360867914
1739209774.9503098;-45.120503652039325
1739209774.9503179;-45.120503652039325
1739209774.9503257;-35.57807855764607
1739209774.9503336;-38.13080360867914
1739209774.9503415;-45.120503652039325
1739209774.9503496;-45.120503652039325
1739209774.9503574;-45.120503652039325
1739209774.9503653;-38.13080360867914
1739209774.9503732;-45.120503652039325
1739209774.9503813;-45.120503652039325
1739209774.9503891;-45.120503652039325
1739209774.950397;-38.13080360867914
1739209774.9504051;-45.120503652039325
1739209774.950413;-35.57807855764607
1739209774.9504209;-26.035653463252796
1739209774.9504287;-45.120503652039325
1739209774.9504368;-45.120503652039325
1739209774.9504447;-35.57807855764607
1739209774.9504526;-31.141103565318893
1739209774.9504604;-45.120503652039325
1739209774.9504685;-38.13080360867914
1739209774.9504764;-45.120503652039325
1739209774.9504843;-38.13080360867914
1739209774.9504921;-38.13080360867914
1739209774.9505002;-38.13080360867914
1739209774.950508;-38.13080360867914
1739209774.950516;-38.13080360867914
1739209774.9505239;-38.13080360867914
1739209774.950532;-45.120503652039325
1739209774.9505398;-45.120503652039325
1739209774.9505477;-45.120503652039325
1739209774.9505558;-38.13080360867914
1739209774.9505637;-45.120503652039325
1739209774.9505715;-45.120503652039325
1739209774.9505794;-45.120503652039325
1739209774.9505875;-35.57807855764607
1739209774.9505954;-38.13080360867914
1739209774.9506032;-45.120503652039325
1739209774.950611;-35.57807855764607
1739209774.9506192;-38.13080360867914
1739209774.950627;-38.13080360867914
1739209774.950635;-38.13080360867914
1739209774.9506428;-32.816014438256545
1739209774.950651;-45.120503652039325
1739209774.9506588;-38.13080360867914
1739209774.9506667;-38.13080360867914
1739209774.9506745;-38.13080360867914
1739209774.9506826;-45.120503652039325
1739209774.9506905;-38.13080360867914
1739209774.9506984;-38.13080360867914
1739209774.9507065;-45.120503652039325
1739209774.9507143;-38.13080360867914
1739209774.9507222;-38.13080360867914
1739209774.95073;-45.120503652039325
1739209774.9507382;-29.438486411369333
1739209774.950746;-35.57807855764607
1739209774.950754;-32.816014438256545
1739209774.9507618;-35.57807855764607
1739209774.95077;-38.13080360867914
1739209774.9507778;-38.13080360867914
1739209774.9507856;-45.120503652039325
1739209774.9507935;-38.13080360867914
1739209774.9508016;-38.13080360867914
1739209774.9508095;-45.120503652039325
1739209774.9508173;-35.57807855764607
1739209774.9508252;-45.120503652039325
1739209774.9508333;-38.13080360867914
1739209774.9508412;-38.13080360867914
1739209774.950849;-45.120503652039325
1739209774.9508572;-45.120503652039325
1739209774.950865;-35.57807855764607
1739209774.950873;-38.13080360867914
1739209774.9508808;-45.120503652039325
1739209774.9508889;-45.120503652039325
1739209774.9508967;-45.120503652039325
1739209774.9509046;-45.120503652039325
1739209774.9509125;-38.13080360867914
1739209774.9509206;-45.120503652039325
1739209774.9509284;-38.13080360867914
1739209774.9509363;-38.13080360867914
1739209774.9509442;-45.120503652039325
1739209774.9509523;-38.13080360867914
1739209774.9509602;-38.13080360867914
1739209774.950968;-35.57807855764607
1739209774.950976;-38.13080360867914
1739209774.950984;-38.13080360867914
1739209774.9509919;-45.120503652039325
1739209774.9509997;-45.120503652039325
1739209774.9510078;-45.120503652039325
1739209774.9510157;-45.120503652039325
1739209774.9510236;-45.120503652039325
1739209774.9510314;-38.13080360867914
1739209774.9510396;-38.13080360867914
1739209774.9510474;-38.13080360867914
1739209774.9510553;-32.816014438256545
1739209774.9510632;-33.981070128970906
1739209774.9510713;-45.120503652039325
1739209774.9510791;-38.13080360867914
1739209774.951087;-35.57807855764607
1739209774.9510949;-38.13080360867914
1739209774.951103;-45.120503652039325
1739209774.9511108;-45.120503652039325
1739209774.9511187;-45.120503652039325
1739209774.9511266;-38.13080360867914
1739209774.9511347;-45.120503652039325
1739209774.9511425;-38.13080360867914
1739209774.9511504;-35.57807855764607
1739209774.9511585;-38.13080360867914
1739209774.9511664;-45.120503652039325
1739209774.9511743;-38.13080360867914
1739209774.9511821;-35.57807855764607
1739209774.9511902;-33.981070128970906
1739209774.951198;-45.120503652039325
1739209774.951206;-38.13080360867914
1739209774.9512138;-35.57807855764607
1739209774.951222;-45.120503652039325
1739209774.9512298;-45.120503652039325
1739209774.9512377;-38.13080360867914
1739209774.9512455;-38.13080360867914
1739209774.9512537;-38.13080360867914
1739209774.9512615;-45.120503652039325
1739209774.9512694;-38.13080360867914
1739209774.9512775;-35.57807855764607
1739209774.9512854;-38.13080360867914
1739209774.9512932;-45.120503652039325
1739209774.951301;-45.120503652039325
1739209774.9513092;-38.13080360867914
1739209774.951317;-38.13080360867914
1739209774.951325;-45.120503652039325
1739209774.9513328;-38.13080360867914
1739209774.951341;-45.120503652039325
1739209774.9513488;-45.120503652039325
1739209774.9513566;-45.120503652039325
1739209774.9513645;-38.13080360867914
1739209774.9513726;-38.13080360867914
1739209774.9513805;-35.57807855764607
1739209774.9513884;-45.120503652039325
1739209774.9513962;-38.13080360867914
1739209774.9514043;-35.57807855764607
1739209774.9514122;-45.120503652039325
1739209774.95142;-38.13080360867914
1739209774.9514282;-45.120503652039325
1739209774.951436;-38.13080360867914
1739209774.951444;-38.13080360867914
1739209774.9514518;-45.120503652039325
1739209774.95146;-45.120503652039325
1739209774.9514678;-45.120503652039325
1739209774.9514756;-45.120503652039325
1739209774.9514835;-38.13080360867914
1739209774.9514916;-35.57807855764607
1739209774.9514995;-38.13080360867914
1739209774.9515073;-32.816014438256545
1739209774.9515152;-33.981070128970906
1739209774.9515233;-45.120503652039325
1739209774.9515312;-45.120503652039325
1739209774.951539;-45.120503652039325
1739209774.951547;-38.13080360867914
1739209774.951555;-38.13080360867914
1739209774.951563;-45.120503652039325
1739209774.9515707;-38.13080360867914
1739209774.9515789;-38.13080360867914
1739209774.9515867;-38.13080360867914
1739209774.9515946;-45.120503652039325
1739209774.9516025;-45.120503652039325
1739209774.9516106;-33.981070128970906
1739209774.9516184;-45.120503652039325
1739209774.9516263;-45.120503652039325
1739209774.9516342;-45.120503652039325
1739209774.9516423;-45.120503652039325
1739209774.9516501;-38.13080360867914
1739209774.951658;-45.120503652039325
1739209774.9516659;-38.13080360867914
1739209774.951674;-38.13080360867914
1739209774.9516819;-38.13080360867914
1739209774.9516897;-45.120503652039325
1739209774.9516976;-33.981070128970906
1739209774.9517057;-30.49652367304973
1739209774.9517136;-45.120503652039325
1739209774.9517214;-38.13080360867914
1739209774.9517295;-45.120503652039325
1739209774.9517374;-35.57807855764607
1739209774.9517453;-35.57807855764607
1739209774.9517531;-33.981070128970906
1739209774.9517612;-45.120503652039325
1739209774.951769;-38.13080360867914
1739209774.951777;-38.13080360867914
1739209774.9517848;-38.13080360867914
1739209774.951793;-38.13080360867914
1739209774.9518008;-45.120503652039325
1739209774.9518087;-38.13080360867914
1739209774.9518166;-45.120503652039325
1739209774.9518247;-32.816014438256545
1739209774.9518325;-27.8777449560314
1739209774.9518404;-38.13080360867914
1739209774.9518483;-45.120503652039325
1739209774.9518564;-33.981070128970906
1739209774.9518642;-38.13080360867914
1739209774.951872;-45.120503652039325
1739209774.9518802;-45.120503652039325
1739209774.951888;-45.120503652039325
1739209774.951896;-33.981070128970956
1739209774.9519038;-38.13080360867914
1739209774.951912;-45.120503652039325
1739209774.9519198;-45.120503652039325
1739209774.9519277;-45.120503652039325
1739209774.9519355;-35.57807855764607
1739209774.9519436;-45.120503652039325
1739209774.9519515;-38.13080360867914
1739209774.9519594;-35.57807855764607
1739209774.9519672;-38.13080360867914
1739209774.9519753;-35.57807855764607
1739209774.9519832;-38.13080360867914
1739209774.951991;-38.13080360867914
1739209774.9519992;-38.13080360867914
1739209774.952007;-32.816014438256545
1739209774.952015;-38.13080360867914
1739209774.9520228;-45.120503652039325
1739209774.952031;-45.120503652039325
1739209774.9520388;-38.13080360867914
1739209774.9520466;-45.120503652039325
1739209774.9520545;-45.120503652039325
1739209774.9520626;-38.13080360867914
1739209774.9520705;-35.57807855764607
1739209774.9520783;-45.120503652039325
1739209774.9520862;-38.13080360867914
1739209774.9520943;-33.981070128970906
1739209774.9521022;-38.13080360867914
1739209774.95211;-45.120503652039325
1739209774.952118;-45.120503652039325
1739209774.952126;-38.13080360867914
1739209774.952134;-35.57807855764607
1739209774.9521418;-45.120503652039325
1739209774.9521499;-35.57807855764607
1739209774.9521577;-38.13080360867914
1739209774.9521656;-35.57807855764607
1739209774.9521735;-38.13080360867914
1739209774.9521816;-38.13080360867914
1739209774.9521894;-38.13080360867914
1739209774.9521973;-38.13080360867914
1739209774.9522052;-38.13080360867914
1739209774.9522133;-33.981070128970956
1739209774.9522212;-45.120503652039325
1739209774.952229;-30.49652367304973
1739209774.952237;-35.57807855764607
1739209774.952245;-45.120503652039325
1739209774.9522529;-35.57807855764607
1739209774.9522607;-35.57807855764607
1739209774.9522686;-38.13080360867914
1739209774.9522767;-27.8777449560314
1739209774.9522846;-32.816014438256545
1739209774.9522924;-45.120503652039325
1739209774.9523005;-38.13080360867914
1739209774.9523084;-35.57807855764607
1739209774.9523163;-45.120503652039325
1739209774.9523242;-38.13080360867914
1739209774.9523323;-38.13080360867914
1739209774.9523401;-38.13080360867914
1739209774.952348;-45.120503652039325
1739209774.9523559;-45.120503652039325
1739209774.952364;-45.120503652039325
1739209774.9523718;-45.120503652039325
1739209774.9523797;-45.120503652039325
1739209774.9523876;-45.120503652039325
1739209774.9523957;-38.13080360867914
1739209774.9524035;-32.816014438256545
1739209774.9524114;-35.57807855764607
1739209774.9524193;-35.57807855764607
1739209774.9524274;-35.57807855764607
1739209774.9524353;-38.13080360867914
1739209774.9524431;-45.120503652039325
1739209774.9524512;-45.120503652039325
1739209774.952459;-45.120503652039325
1739209774.952467;-38.13080360867914
1739209774.9524748;-38.13080360867914
1739209774.952483;-45.120503652039325
1739209774.9524908;-33.981070128970906
1739209774.9524987;-45.120503652039325
1739209774.9525065;-38.13080360867914
1739209774.9525146;-38.13080360867914
1739209774.9525225;-45.120503652039325
1739209774.9525304;-38.13080360867914
1739209774.9525383;-38.13080360867914
1739209774.9525464;-45.120503652039325
1739209774.9525542;-33.981070128970906
1739209774.952562;-35.57807855764607
1739209774.95257;-38.13080360867914
1739209774.952578;-38.13080360867914
1739209774.952586;-45.120503652039325
1739209774.9525938;-38.13080360867914
1739209774.952602;-38.13080360867914
1739209774.9526098;-45.120503652039325
1739209774.9526176;-45.120503652039325
1739209774.9526255;-45.120503652039325
1739209774.9526336;-45.120503652039325
1739209774.9526415;-45.120503652039325
1739209774.9526494;-38.13080360867914
1739209774.9526572;-38.13080360867914
1739209774.9526653;-45.120503652039325
1739209774.9526732;-38.13080360867914
1739209774.952681;-38.13080360867914
1739209774.952689;-35.57807855764607
1739209774.952697;-38.13080360867914
1739209774.952705;-35.57807855764607
1739209774.9527128;-38.13080360867914
1739209774.9527206;-32.816014438256545
1739209774.9527287;-33.981070128970906
1739209774.9527366;-45.120503652039325
1739209774.9527445;-45.120503652039325
1739209774.9527526;-45.120503652039325
1739209774.9527605;-45.120503652039325
1739209774.9527683;-45.120503652039325
1739209774.9527762;-45.120503652039325
1739209774.9527843;-45.120503652039325
1739209774.9527922;-38.13080360867914
1739209774.9528;-45.120503652039325
1739209774.952808;-45.120503652039325
1739209774.952816;-35.57807855764607
1739209774.9528239;-38.13080360867914
1739209774.9528317;-38.13080360867914
1739209774.9528396;-38.13080360867914
1739209774.9528477;-33.981070128970906
1739209774.9528556;-33.981070128970906
1739209774.9528635;-45.120503652039325
1739209774.9528716;-38.13080360867914
1739209774.9528794;-45.120503652039325
1739209774.9528873;-38.13080360867914
1739209774.9528952;-35.57807855764607
1739209774.9529033;-38.13080360867914
1739209774.9529111;-45.120503652039325
1739209774.952919;-38.13080360867914
1739209774.9529269;-45.120503652039325
1739209774.952935;-45.120503652039325
1739209774.9529428;-38.13080360867914
1739209774.9529507;-45.120503652039325
1739209774.9529586;-38.13080360867914
1739209774.9529667;-45.120503652039325
1739209774.9529746;-38.13080360867914
1739209774.9529824;-38.13080360867914
1739209774.9529903;-38.13080360867914
1739209774.9529984;-38.13080360867914
1739209774.9530063;-33.981070128970906
1739209774.9530141;-38.13080360867914
1739209774.9530222;-45.120503652039325
1739209774.95303;-45.120503652039325
1739209774.953038;-45.120503652039325
1739209774.9530458;-38.13080360867914
1739209774.953054;-38.13080360867914
1739209774.9530618;-38.13080360867914
1739209774.9530697;-45.120503652039325
1739209774.9530776;-38.13080360867914
1739209774.9530857;-35.57807855764607
1739209774.9530935;-45.120503652039325
1739209774.9531014;-45.120503652039325
1739209774.9531093;-30.49652367304973
1739209774.9531174;-32.816014438256545
1739209774.9531252;-45.120503652039325
1739209774.953133;-45.120503652039325
1739209774.953141;-35.57807855764607
1739209774.953149;-45.120503652039325
1739209774.953157;-45.120503652039325
1739209774.9531648;-38.13080360867914
1739209774.953173;-28.992665084841942
1739209774.9531808;-45.120503652039325
1739209774.9531887;-45.120503652039325
1739209774.9531965;-45.120503652039325
1739209774.9532046;-38.13080360867914
1739209774.9532125;-38.13080360867914
1739209774.9532204;-38.13080360867914
1739209774.9532282;-38.13080360867914
1739209774.9532363;-26.991370085610747
1739209774.9532442;-38.13080360867914
1739209774.953252;-45.120503652039325
1739209774.95326;-45.120503652039325
1739209774.953268;-33.981070128970906
1739209774.953276;-38.13080360867914
1739209774.9532838;-38.13080360867914
1739209774.9532917;-45.120503652039325
1739209774.9532998;-30.49652367304973
1739209774.9533076;-32.816014438256545
1739209774.9533155;-45.120503652039325
1739209774.9533236;-45.120503652039325
1739209774.9533315;-38.13080360867914
1739209774.9533393;-35.57807855764607
1739209774.9533472;-45.120503652039325
1739209774.9533553;-38.13080360867914
1739209774.9533632;-33.981070128970906
1739209774.953371;-45.120503652039325
1739209774.953379;-45.120503652039325
1739209774.953387;-38.13080360867914
1739209774.953395;-33.981070128970906
1739209774.9534028;-38.13080360867914
1739209774.9534106;-45.120503652039325
1739209774.9534187;-45.120503652039325
1739209774.9534266;-38.13080360867914
1739209774.9534345;-32.816014438256545
1739209774.9534423;-45.120503652039325
1739209774.9534504;-45.120503652039325
1739209774.9534583;-38.13080360867914
1739209774.9534662;-38.13080360867914
1739209774.9534743;-38.13080360867914
1739209774.9534822;-45.120503652039325
1739209774.95349;-38.13080360867914
1739209774.953498;-45.120503652039325
1739209774.953506;-45.120503652039325
1739209774.9535139;-45.120503652039325
1739209774.9535217;-45.120503652039325
1739209774.9535296;-38.13080360867914
1739209774.9535377;-45.120503652039325
1739209774.9535456;-45.120503652039325
1739209774.9535534;-31.141103565318915
1739209774.9535613;-33.981070128970906
1739209774.9535694;-45.120503652039325
1739209774.9535773;-45.120503652039325
1739209774.9535851;-33.981070128970906
1739209774.953593;-45.120503652039325
1739209774.9536011;-45.120503652039325
1739209774.953609;-33.981070128970906
1739209774.9536169;-38.13080360867914
1739209774.953625;-38.13080360867914
1739209774.9536328;-38.13080360867914
1739209774.9536407;-45.120503652039325
1739209774.9536486;-38.13080360867914
1739209774.9536567;-35.57807855764607
1739209774.9536645;-45.120503652039325
1739209774.9536724;-38.13080360867914
1739209774.9536803;-30.49652367304973
1739209774.9536884;-33.981070128970906
1739209774.9536963;-45.120503652039325
1739209774.953704;-38.13080360867914
1739209774.953712;-38.13080360867914
1739209774.95372;-45.120503652039325
1739209774.953728;-45.120503652039325
1739209774.9537358;-45.120503652039325
1739209774.953744;-45.120503652039325
1739209774.9537518;-45.120503652039325
1739209774.9537597;-38.13080360867914
1739209774.9537675;-45.120503652039325
1739209774.9537756;-38.13080360867914
1739209774.9537835;-35.57807855764607
1739209774.9537914;-38.13080360867914
1739209774.9537992;-35.57807855764607
1739209774.9538074;-38.13080360867914
1739209774.9538152;-45.120503652039325
1739209774.953823;-38.13080360867914
1739209774.953831;-35.57807855764607
1739209774.953839;-45.120503652039325
1739209774.953847;-45.120503652039325
1739209774.9538548;-38.13080360867914
1739209774.9538627;-38.13080360867914
1739209774.9538708;-33.981070128970906
1739209774.9538786;-33.981070128970906
1739209774.9538865;-38.13080360867914
1739209774.9538946;-35.57807855764607
1739209774.9539025;-35.57807855764607
1739209774.9539104;-38.13080360867914
1739209774.9539182;-45.120503652039325
1739209774.9539263;-38.13080360867914
1739209774.9539342;-45.120503652039325
1739209774.953942;-45.120503652039325
1739209774.95395;-38.13080360867914
1739209774.953958;-35.57807855764607
1739209774.953966;-38.13080360867914
1739209774.9539738;-45.120503652039325
1739209774.9539816;-35.57807855764607
1739209774.9539897;-38.13080360867914
1739209774.9539976;-38.13080360867914
1739209774.9540055;-45.120503652039325
1739209774.9540133;-38.13080360867914
1739209774.9540215;-35.57807855764607
1739209774.9540293;-38.13080360867914
1739209774.9540324;-45.120503652039325
1739209774.9540353;-33.981070128970906
1739209774.9540384;-45.120503652039325
1739209774.9540415;-38.13080360867914
1739209774.9540443;-45.120503652039325
1739209774.9540474;-45.120503652039325
1739209774.9540505;-45.120503652039325
1739209774.9540534;-38.13080360867914
1739209774.9540565;-45.120503652039325
1739209774.9540596;-45.120503652039325
1739209774.9540625;-45.120503652039325
1739209774.9540656;-45.120503652039325
1739209774.9540687;-31.141103565318915
1739209774.9540715;-33.981070128970906
1739209774.9540746;-45.120503652039325
1739209774.9540777;-38.13080360867914
1739209774.9540806;-33.981070128970906
1739209774.9540837;-33.981070128970906
1739209774.9540868;-38.13080360867914
1739209774.9540896;-45.120503652039325
1739209774.9540927;-38.13080360867914
1739209774.9540958;-38.13080360867914
1739209774.9540987;-45.120503652039325
1739209774.9541018;-45.120503652039325
1739209774.9541047;-45.120503652039325
1739209774.9541078;-45.120503652039325
1739209774.9541109;-38.13080360867914
1739209774.9541137;-45.120503652039325
1739209774.9541168;-45.120503652039325
1739209774.95412;-45.120503652039325
1739209774.9541228;-45.120503652039325
1739209774.954126;-45.120503652039325
1739209774.954129;-35.57807855764607
1739209774.9541318;-38.13080360867914
1739209774.954135;-45.120503652039325
1739209774.954138;-45.120503652039325
1739209774.954141;-28.992665084841942
1739209774.954144;-30.49652367304973
1739209774.954147;-33.981070128970906
1739209774.95415;-45.120503652039325
1739209774.954153;-45.120503652039325
1739209774.9541562;-38.13080360867914
1739209774.954159;-35.57807855764607
1739209774.9541621;-38.13080360867914
1739209774.9541652;-38.13080360867914
1739209774.954168;-35.57807855764607
1739209774.9541712;-35.57807855764607
1739209774.9541743;-38.13080360867914
1739209774.9541771;-45.120503652039325
1739209774.9541802;-38.13080360867914
1739209774.9541833;-35.57807855764607
1739209774.9541862;-38.13080360867914
1739209774.9541893;-33.981070128970906
1739209774.9541924;-31.141103565318915
1739209774.9541953;-38.13080360867914
1739209774.9541984;-38.13080360867914
1739209774.9542015;-38.13080360867914
1739209774.9542043;-38.13080360867914
1739209774.9542074;-38.13080360867914
1739209774.9542105;-33.981070128970906
1739209774.9542134;-38.13080360867914
1739209774.9542165;-31.14110356531892
1739209774.9542196;-35.57807855764607
1739209774.9542224;-35.57807855764607
1739209774.9542255;-45.120503652039325
1739209774.9542286;-38.13080360867914
1739209774.9542315;-32.816014438256545
1739209774.9542346;-38.13080360867914
1739209774.9542375;-33.981070128970906
1739209774.9542406;-31.141103565318915
1739209774.9542437;-38.13080360867914
1739209774.9542465;-38.13080360867914
1739209774.9542496;-38.13080360867914
1739209774.9542527;-35.57807855764607
1739209774.9542556;-38.13080360867914
1739209774.9542587;-38.13080360867914
1739209774.9542618;-45.120503652039325
1739209774.9542646;-33.981070128970906
1739209774.9542677;-38.13080360867914
1739209774.9542708;-38.13080360867914
1739209774.9542737;-45.120503652039325
1739209774.9542768;-38.13080360867914
1739209774.95428;-45.120503652039325
1739209774.9542828;-45.120503652039325
1739209774.9542859;-38.13080360867914
1739209774.954289;-45.120503652039325
1739209774.9542918;-45.120503652039325
1739209774.954295;-33.981070128970906
1739209774.954298;-38.13080360867914
1739209774.9543009;-38.13080360867914
1739209774.954304;-38.13080360867914
1739209774.954307;-38.13080360867914
1739209774.95431;-38.13080360867914
1739209774.954313;-28.58837851428586
1739209774.9543161;-45.120503652039325
1739209774.954319;-38.13080360867914
1739209774.954322;-35.57807855764607
1739209774.9543252;-38.13080360867914
1739209774.954328;-45.120503652039325
1739209774.9543312;-45.120503652039325
1739209774.9543343;-38.13080360867914
1739209774.9543371;-28.992665084841942
1739209774.9543402;-38.13080360867914
1739209774.9543433;-38.13080360867914
1739209774.9543462;-38.13080360867914
1739209774.9543493;-38.13080360867914
1739209774.9543524;-45.120503652039325
1739209774.9543552;-45.120503652039325
1739209774.9543583;-38.13080360867914
1739209774.9543614;-26.991370085610747
1739209774.9543643;-38.13080360867914
1739209774.9543674;-38.13080360867914
1739209774.9543703;-45.120503652039325
1739209774.9543734;-38.13080360867914
1739209774.9543765;-33.981070128970906
1739209774.9543793;-45.120503652039325
1739209774.9543824;-45.120503652039325
1739209774.9543855;-33.981070128970906
1739209774.9543884;-32.816014438256545
1739209774.9543915;-45.120503652039325
1739209774.9543946;-45.120503652039325
1739209774.9543974;-45.120503652039325
1739209774.9544005;-45.120503652039325
1739209774.9544036;-38.13080360867914
1739209774.9544065;-45.120503652039325
1739209774.9544096;-38.13080360867914
1739209774.9544127;-38.13080360867914
1739209774.9544156;-45.120503652039325
1739209774.9544187;-45.120503652039325
1739209774.9544218;-38.13080360867914
1739209774.9544246;-45.120503652039325
1739209774.9544277;-33.981070128970906
1739209774.9544308;-45.120503652039325
1739209774.9544337;-38.13080360867914
1739209774.9544368;-45.120503652039325
1739209774.9544399;-38.13080360867914
1739209774.9544427;-45.120503652039325
1739209774.9544458;-45.120503652039325
1739209774.954449;-45.120503652039325
1739209774.9544518;-38.13080360867914
1739209774.954455;-45.120503652039325
1739209774.954458;-38.13080360867914
1739209774.9544609;-38.13080360867914
1739209774.954464;-38.13080360867914
1739209774.954467;-45.120503652039325
1739209774.95447;-38.13080360867914
1739209774.954473;-45.120503652039325
1739209774.954476;-38.13080360867914
1739209774.954479;-38.13080360867914
1739209774.954482;-45.120503652039325
1739209774.9544852;-38.13080360867914
1739209774.954488;-38.13080360867914
1739209774.9544911;-45.120503652039325
1739209774.9544942;-38.13080360867914
1739209774.954497;-35.57807855764607
1739209774.9545002;-38.13080360867914
1739209774.954503;-45.120503652039325
1739209774.9545062;-38.13080360867914
1739209774.9545093;-38.13080360867914
1739209774.9545121;-38.13080360867914
1739209774.9545152;-45.120503652039325
1739209774.9545183;-45.120503652039325
1739209774.9545212;-45.120503652039325
1739209774.9545243;-38.13080360867914
1739209774.9545274;-45.120503652039325
1739209774.9545302;-45.120503652039325
1739209774.9545333;-33.981070128970906
1739209774.9545364;-38.13080360867914
1739209774.9545393;-45.120503652039325
1739209774.9545424;-45.120503652039325
